,page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
11,10,,The novel coronavirus 2019 epidemic and kidneys,https://www.kidney-international.org/article/S0085-2538(20)30251-9/abstract,aNbxBrxrDWgJ,"S Naicker, CW Yang, SJ Hwang, BC Liu… - Kidney …, 2020 - kidney-international.org","Novel Coronavirus disease (COVID-19) is a newly discovered contagious disease caused by severe acute respiratory syndrome (SARS)–coronavirus (CoV)-2 virus, primarily …",646,"https://scholar.google.com/scholar?cites=7497767409956279912&as_sdt=2005&sciodt=0,5&hl=en",7497767409956279912,20,"https://scholar.google.com/scholar?cluster=7497767409956279912&hl=en&as_sdt=0,5&as_ylo=2019",7497767409956279912,HTML,kidneyinternational-online.org,https://www.kidneyinternational-online.org/article/S0085-2538(20)30251-9/fulltext
12,1,,Neurological complications of coronavirus and COVID-19.,https://europepmc.org/article/med/32329044,z0sB__kb12IJ,"FJ Carod-Artal - Revista de neurologia, 2020 - europepmc.org",… Clinical and experimental studies have shown that the coronavirus family has a certain tropism for the central nervous system. Seven types of coronavirus can infect humans. … The …,325,"https://scholar.google.com/scholar?cites=7122192096248810447&as_sdt=2005&sciodt=0,5&hl=en",7122192096248810447,4,"https://scholar.google.com/scholar?cluster=7122192096248810447&hl=en&as_sdt=0,5&as_ylo=2019",7122192096248810447,,,
12,2,Html,Coronavirus: why men are more vulnerable to Covid-19 than women?,https://link.springer.com/article/10.1007/s42399-020-00341-w?sap-outbound-id=6147335B4ACA8B6793106BED51FB4B9C78B3CCF1&utm_source=hybris-campaign&utm_medium=email&utm_campaign=000_RDN8775_0000006400_...&error=cookies_not_supported&code=31b2d763-33c0-483c-b450-202385178804,J_vjhSHwZ84J,"GM Bwire - SN comprehensive clinical medicine, 2020 - Springer","… SARS-CoV, MERS-CoV, and SARS-CoV-2 all belong to the β-coronavirus cluster [3], … a bat coronavirus and a coronavirus of unknown origin [4]. After comparing with coronavirus from …",248,"https://scholar.google.com/scholar?cites=14873120321185250087&as_sdt=2005&sciodt=0,5&hl=en",14873120321185250087,11,"https://scholar.google.com/scholar?cluster=14873120321185250087&hl=en&as_sdt=0,5&as_ylo=2019",14873120321185250087,HTML,springer.com,https://link.springer.com/article/10.1007/s42399-020-00341-w?sap-outbound-id=6147335B4ACA8B6793106BED51FB4B9C78B3CCF1&utm_source=hybris-campaign&utm_medium=email&utm_campaign=000_RDN8775_0000006400_...&error=cookies_not_supported&code=31b2d763-33c0-483c-b450-202385178804
12,3,,Coronavirus disease (COVID‐19) and neonate: What neonatologist need to know,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25740,TvSnxhJEFpwJ,"Q Lu, Y Shi - Journal of medical virology, 2020 - Wiley Online Library","Severe acute respiratory syndrome coronavirus 2 (SARS‐CoV‐2) cause china epidemics with high morbidity and mortality, the infection has been transmitted to other countries. About …",454,"https://scholar.google.com/scholar?cites=11247251966837388366&as_sdt=2005&sciodt=0,5&hl=en",11247251966837388366,20,"https://scholar.google.com/scholar?cluster=11247251966837388366&hl=en&as_sdt=0,5&as_ylo=2019",11247251966837388366,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7228398/
12,4,Html,Coronavirus biology and replication: implications for SARS-CoV-2,https://www.nature.com/articles/s41579-020-00468-6?ref=https://githubhelp.com,c_5So-HHlr8J,"P V'kovski, A Kratzel, S Steiner, H Stalder… - Nature Reviews …, 2021 - nature.com","… highly pathogenic coronavirus into the human population. Although the previous coronavirus SARS-… of molecular and cellular mechanisms of coronavirus infections, which highlights the …",1127,"https://scholar.google.com/scholar?cites=13805441479672528499&as_sdt=2005&sciodt=0,5&hl=en",13805441479672528499,16,"https://scholar.google.com/scholar?cluster=13805441479672528499&hl=en&as_sdt=0,5&as_ylo=2019",13805441479672528499,HTML,nature.com,https://www.nature.com/articles/s41579-020-00468-6?ref=https://githubhelp.com
12,5,,A systematic review of lopinavir therapy for SARS coronavirus and MERS coronavirus—A possible reference for coronavirus disease‐19 treatment option,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25729,QO6Q3lMUrQkJ,"TT Yao, JD Qian, WY Zhu, Y Wang… - Journal of medical …, 2020 - Wiley Online Library","In the past few decades, coronaviruses have risen as a global threat to public health. Currently, the outbreak of coronavirus disease‐19 (COVID‐19) from Wuhan caused a worldwide …",505,"https://scholar.google.com/scholar?cites=697235867761176128&as_sdt=2005&sciodt=0,5&hl=en",697235867761176128,18,"https://scholar.google.com/scholar?cluster=697235867761176128&hl=en&as_sdt=0,5&as_ylo=2019",697235867761176128,PDF,wiley.com,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jmv.25729
12,6,Html,"Update: public health response to the coronavirus disease 2019 outbreak—United States, February 24, 2020",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7367075/,oSkNM6rTW0EJ,"DB Jernigan, CDC COVID, R Team - Morbidity and mortality weekly …, 2020 - ncbi.nlm.nih.gov","An outbreak of coronavirus disease 2019 (COVID-19) caused by the 2019 novel coronavirus (… gov/coronavirus/index. html. As more is learned about this novel virus and this outbreak, …",296,"https://scholar.google.com/scholar?cites=4709590563300387233&as_sdt=2005&sciodt=0,5&hl=en",4709590563300387233,15,"https://scholar.google.com/scholar?cluster=4709590563300387233&hl=en&as_sdt=0,5&as_ylo=2019",4709590563300387233,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7367075/
12,7,Html,Forecasting the novel coronavirus COVID-19,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0231236,vAtYsS_TCbgJ,"F Petropoulos, S Makridakis - PloS one, 2020 - journals.plos.org",What will be the global impact of the novel coronavirus (COVID-19)? Answering this question requires accurate forecasting the spread of confirmed cases as well as analysis of the …,538,"https://scholar.google.com/scholar?cites=13261362779561397180&as_sdt=2005&sciodt=0,5&hl=en",13261362779561397180,24,"https://scholar.google.com/scholar?cluster=13261362779561397180&hl=en&as_sdt=0,5&as_ylo=2019",13261362779561397180,HTML,plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0231236
12,8,Html,Seasonal coronavirus protective immunity is short-lasting,https://www.nature.com/articles/s41591-020-1083-1,0r2OX5QBeacJ,"AWD Edridge, J Kaczorowska, ACR Hoste, M Bakker… - Nature medicine, 2020 - nature.com",… Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a novel coronavirus … protection from seasonal coronavirus reinfections. Because seasonal coronavirus infections can …,572,"https://scholar.google.com/scholar?cites=12067678413285932498&as_sdt=2005&sciodt=0,5&hl=en",12067678413285932498,13,"https://scholar.google.com/scholar?cluster=12067678413285932498&hl=en&as_sdt=0,5&as_ylo=2019",12067678413285932498,HTML,nature.com,https://www.nature.com/articles/s41591-020-1083-1
12,9,Html,Coronavirus COVID-19 impacts to dentistry and potential salivary diagnosis,https://link.springer.com/article/10.1007/s00784-020-03248-x,R_wBsgdPn28J,"R Sabino-Silva, ACG Jardim, WL Siqueira - Clinical oral investigations, 2020 - Springer","… Although the coronavirus infection in humans frequently presents with mild severity, the … syndrome coronavirus (SARS-CoV) [4] or the Middle East respiratory syndrome coronavirus (…",706,"https://scholar.google.com/scholar?cites=8043234353976835143&as_sdt=2005&sciodt=0,5&hl=en",8043234353976835143,19,"https://scholar.google.com/scholar?cluster=8043234353976835143&hl=en&as_sdt=0,5&as_ylo=2019",8043234353976835143,HTML,springer.com,https://link.springer.com/article/10.1007/s00784-020-03248-x
12,10,,"Immunopathological characteristics of coronavirus disease 2019 cases in Guangzhou, China",https://onlinelibrary.wiley.com/doi/abs/10.1111/imm.13223,ODFGQN-hQ8cJ,"M Tan, Y Liu, R Zhou, X Deng, F Li, K Liang… - Immunology, 2020 - Wiley Online Library",… Coronavirus disease 2019 (COVID-19) is a respiratory disorder caused by a new coronavirus termed severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). This virus …,260,"https://scholar.google.com/scholar?cites=14358498017215394104&as_sdt=2005&sciodt=0,5&hl=en",14358498017215394104,14,"https://scholar.google.com/scholar?cluster=14358498017215394104&hl=en&as_sdt=0,5&as_ylo=2019",14358498017215394104,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7283723/
13,1,,The coronavirus is mutating--does it matter?,https://go.gale.com/ps/i.do?id=GALE%7CA634888832&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=00280836&p=HRCA&sw=w,jI7AIRpxdssJ,"E Callaway - Nature, 2020 - go.gale.com","… Korber, a computational biologist at the Los Alamos National Laboratory (LANL) in Sante Fe, New Mexico, had already started scouring thousands of coronavirus genetic sequences …",201,"https://scholar.google.com/scholar?cites=14661029994000584332&as_sdt=2005&sciodt=0,5&hl=en",14661029994000584332,10,"https://scholar.google.com/scholar?cluster=14661029994000584332&hl=en&as_sdt=0,5&as_ylo=2019",14661029994000584332,,,
13,2,Html,The outbreak of Coronavirus Disease 2019 (COVID-19)—An emerging global health threat,https://www.sciencedirect.com/science/article/pii/S1876034120303658,2REXNkJdniYJ,"SA Ali, M Baloch, N Ahmed, AA Ali, A Iqbal - Journal of infection and public …, 2020 - Elsevier","… Through this report we wish to highlight the ongoing novel coronavirus outbreak, that took … (SARS-CoV) and Middle East respiratory syndrome coronavirus (MERS-CoV), are known to …",355,"https://scholar.google.com/scholar?cites=2782764158718251481&as_sdt=2005&sciodt=0,5&hl=en",2782764158718251481,14,"https://scholar.google.com/scholar?cluster=2782764158718251481&hl=en&as_sdt=0,5&as_ylo=2019",2782764158718251481,HTML,sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S1876034120303658
13,3,,Vertical transmission of coronavirus disease 2019: a systematic review and meta-analysis,https://www.sciencedirect.com/science/article/pii/S0002937820308231,nbToBSdHwrUJ,"AM Kotlyar, O Grechukhina, A Chen… - American journal of …, 2021 - Elsevier",… a coronavirus disease 2019 diagnosis using severe acute respiratory syndrome coronavirus 2 … or fetuses for severe acute respiratory syndrome coronavirus 2 immediately after birth and …,352,"https://scholar.google.com/scholar?cites=13097108899275256989&as_sdt=2005&sciodt=0,5&hl=en",13097108899275256989,15,"https://scholar.google.com/scholar?cluster=13097108899275256989&hl=en&as_sdt=0,5&as_ylo=2019",13097108899275256989,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7392880/
13,4,,The socio-economic implications of the coronavirus pandemic (COVID-19): A review,https://www.sciencedirect.com/science/article/pii/S1743919120303162,hHW5TZVJVkkJ,"M Nicola, Z Alsafi, C Sohrabi, A Kerwan… - International journal of …, 2020 - Elsevier","The COVID-19 pandemic has resulted in over 4.3 million confirmed cases and over 290,000 deaths globally. It has also sparked fears of an impending economic crisis and recession. …",4552,"https://scholar.google.com/scholar?cites=5284492118368810372&as_sdt=2005&sciodt=0,5&hl=en",5284492118368810372,14,"https://scholar.google.com/scholar?cluster=5284492118368810372&hl=en&as_sdt=0,5&as_ylo=2019",5284492118368810372,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7162753/
13,5,Pdf,Perspectives on monoclonal antibody therapy as potential therapeutic intervention for Coronavirus disease-19 (COVID-19),http://plexusmd.s3.amazonaws.com/Images/HostedResources/28375cb9b050443382a112513b5c7bbb.pdf,_0QCpCfVRrYJ,"B Shanmugaraj, K Siriwattananon… - … Pacific journal of …, 2020 - plexusmd.s3.amazonaws.com","… with novel coronavirus, referred to as Coronavirus disease (COVID-19). The emergence of novel coronavirus in 2019 in Wuhan, China marked the third highly pathogenic coronavirus …",457,"https://scholar.google.com/scholar?cites=13134419729504683263&as_sdt=2005&sciodt=0,5&hl=en",13134419729504683263,21,"https://scholar.google.com/scholar?cluster=13134419729504683263&hl=en&as_sdt=0,5&as_ylo=2019",13134419729504683263,PDF,amazonaws.com,http://plexusmd.s3.amazonaws.com/Images/HostedResources/28375cb9b050443382a112513b5c7bbb.pdf
13,6,Html,"First cases of coronavirus disease 2019 (COVID-19) in the WHO European Region, 24 January to 21 February 2020",https://www.eurosurveillance.org/content/10.2807/1560-7917.ES.2020.25.9.2000178?crawler=true,sJ98aeHx4eQJ,"G Spiteri, J Fielding, M Diercke, C Campese… - …, 2020 - eurosurveillance.org","… sequence of a novel coronavirus termed severe acute respiratory syndrome coronavirus 2 (SARS… Since then, the disease caused by SARS-CoV-2 has been named coronavirus disease …",506,"https://scholar.google.com/scholar?cites=16492729260847177648&as_sdt=2005&sciodt=0,5&hl=en",16492729260847177648,30,"https://scholar.google.com/scholar?cluster=16492729260847177648&hl=en&as_sdt=0,5&as_ylo=2019",16492729260847177648,HTML,eurosurveillance.org,https://www.eurosurveillance.org/content/10.2807/1560-7917.ES.2020.25.9.2000178?crawler=true
13,7,Html,Endocrine and metabolic link to coronavirus infection,https://www.nature.com/articles/s41574-020-0353-9,KfkTiQxuwGMJ,"SR Bornstein, R Dalan, D Hopkins… - Nature Reviews …, 2020 - nature.com",Type 2 diabetes mellitus and hypertension are the most common comorbidities in patients with coronavirus infections. Emerging evidence demonstrates an important direct metabolic …,327,"https://scholar.google.com/scholar?cites=7187866005401762089&as_sdt=2005&sciodt=0,5&hl=en",7187866005401762089,21,"https://scholar.google.com/scholar?cluster=7187866005401762089&hl=en&as_sdt=0,5&as_ylo=2019",7187866005401762089,HTML,nature.com,https://www.nature.com/articles/s41574-020-0353-9
13,8,Pdf,Coronavirus vaccine tracker,https://www.nomeofficinapolitica.it/wp-content/uploads/2020/10/Vaccini_NYT.pdf,9Fn3HQ3gwAgJ,"J Corum, D Grady, SL Wee, C Zimmer - The New York Times, 2020 - nomeofficinapolitica.it","Vaccines typically require years of research and testing before reaching the clinic, but scientists are racing to produce a safe and effective coronavirus vaccine by next year. …",171,"https://scholar.google.com/scholar?cites=630750294773815796&as_sdt=2005&sciodt=0,5&hl=en",630750294773815796,0,{},{},PDF,nomeofficinapolitica.it,https://www.nomeofficinapolitica.it/wp-content/uploads/2020/10/Vaccini_NYT.pdf
13,9,,CT imaging of the 2019 novel coronavirus (2019-nCoV) pneumonia,https://pubs.rsna.org/doi/abs/10.1148/radiol.2020200236,tcvUB-ahf7gJ,"J Lei, J Li, X Li, X Qi - Radiology, 2020 - pubs.rsna.org","On the basis of epidemiologic characteristics, clinical manifestations, chest images, and laboratory findings, the diagnosis of 2019-nCoV pneumonia was made. After receiving 3 days of …",781,"https://scholar.google.com/scholar?cites=13294522634366929845&as_sdt=2005&sciodt=0,5&hl=en",13294522634366929845,11,"https://scholar.google.com/scholar?cluster=13294522634366929845&hl=en&as_sdt=0,5&as_ylo=2019",13294522634366929845,PDF,rsna.org,https://pubs.rsna.org/doi/pdf/10.1148/radiol.2020200236
13,10,,Novel coronavirus is putting the whole world on alert,https://www.journalofhospitalinfection.com/article/S0195-6701(20)30043-8/abstract,91m4iEloJ7UJ,"S Khan, A Ali, R Siddique… - Journal of Hospital …, 2020 - journalofhospitalinfection.com","… of severe acute respiratory syndrome coronavirus (SARS-CoV… East respiratory syndrome coronavirus outbreak (MERS-CoV… coronavirus, currently named 2019-novel coronavirus (2019n…",100,"https://scholar.google.com/scholar?cites=13053516709992356343&as_sdt=2005&sciodt=0,5&hl=en",13053516709992356343,10,"https://scholar.google.com/scholar?cluster=13053516709992356343&hl=en&as_sdt=0,5&as_ylo=2019",13053516709992356343,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7134434/
14,1,,Novel coronavirus is putting the whole world on alert,https://www.journalofhospitalinfection.com/article/S0195-6701(20)30043-8/abstract,91m4iEloJ7UJ,"S Khan, A Ali, R Siddique… - Journal of Hospital …, 2020 - journalofhospitalinfection.com","… of severe acute respiratory syndrome coronavirus (SARS-CoV… East respiratory syndrome coronavirus outbreak (MERS-CoV… coronavirus, currently named 2019-novel coronavirus (2019n…",100,"https://scholar.google.com/scholar?cites=13053516709992356343&as_sdt=2005&sciodt=0,5&hl=en",13053516709992356343,10,"https://scholar.google.com/scholar?cluster=13053516709992356343&hl=en&as_sdt=0,5&as_ylo=2019",13053516709992356343,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7134434/
14,2,,Can the coronavirus disease 2019 (COVID-19) affect the eyes? A review of coronaviruses and ocular implications in humans and animals,https://www.tandfonline.com/doi/abs/10.1080/09273948.2020.1738501,BEcoiEyLU-QJ,"I Seah, R Agrawal - Ocular immunology and inflammation, 2020 - Taylor & Francis","… , a novel coronavirus (CoV) epidemic, caused by the severe acute respiratory syndrome coronavirus – 2 (SARS-CoV-2) emerged from China. This virus causes the coronavirus disease …",623,"https://scholar.google.com/scholar?cites=16452647024532670212&as_sdt=2005&sciodt=0,5&hl=en",16452647024532670212,21,"https://scholar.google.com/scholar?cluster=16452647024532670212&hl=en&as_sdt=0,5&as_ylo=2019",16452647024532670212,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7103678/
14,3,,Mental health characteristics associated with dysfunctional coronavirus anxiety,https://www.cambridge.org/core/journals/psychological-medicine/article/mental-health-characteristics-associated-with-dysfunctional-coronavirus-anxiety/FFD3CA27D3669494A91F78DC68CCE2FA,0pkGJdJvCaMJ,"SA Lee, MC Jobe, AA Mathis - Psychological Medicine, 2021 - cambridge.org","… Thus, we examined online survey data from 1237 MTurk workers taken on 2 April 2020, in order to identify mental health characteristics of adults with dysfunctional coronavirus anxiety …",127,"https://scholar.google.com/scholar?cites=11748044051327654354&as_sdt=2005&sciodt=0,5&hl=en",11748044051327654354,14,"https://scholar.google.com/scholar?cluster=11748044051327654354&hl=en&as_sdt=0,5&as_ylo=2019",11748044051327654354,PDF,cambridge.org,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/FFD3CA27D3669494A91F78DC68CCE2FA/S003329172000121Xa.pdf/mental-health-characteristics-associated-with-dysfunctional-coronavirus-anxiety.pdf
14,4,,Coronavirus diseases (COVID-19) current status and future perspectives: a narrative review,https://www.mdpi.com/690654,sepH2Kx9jREJ,"F Di Gennaro, D Pizzol, C Marotta, M Antunes… - International journal of …, 2020 - mdpi.com","At the end of 2019 a novel virus, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), causing severe acute respiratory syndrome expanded globally from Wuhan, China. In …",874,"https://scholar.google.com/scholar?cites=1264805251677416113&as_sdt=2005&sciodt=0,5&hl=en",1264805251677416113,22,"https://scholar.google.com/scholar?cluster=1264805251677416113&hl=en&as_sdt=0,5&as_ylo=2019",1264805251677416113,PDF,mdpi.com,https://www.mdpi.com/1660-4601/17/8/2690/pdf
14,5,,The emotional impact of Coronavirus 2019-nCoV (new Coronavirus disease),https://www.sciencedirect.com/science/article/pii/S0165178120305163,DWju_KT3QZMJ,"CKT Lima, PM de Medeiros Carvalho, IAAS Lima… - Psychiatry …, 2020 - Elsevier","Background : A novel form of Coronavirus (2019-nCoV) in Wuhan has created a confused and rapidly evolving situation. In this situational framework, patients and front-line healthcare …",859,"https://scholar.google.com/scholar?cites=10611034485051779085&as_sdt=2005&sciodt=0,5&hl=en",10611034485051779085,11,"https://scholar.google.com/scholar?cluster=10611034485051779085&hl=en&as_sdt=0,5&as_ylo=2019",10611034485051779085,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7195292/
14,6,Html,The novel coronavirus 2019 (2019-nCoV) uses the SARS-coronavirus receptor ACE2 and the cellular protease TMPRSS2 for entry into target cells,https://www.biorxiv.org/content/10.1101/2020.01.31.929042v1.full?utm_source=sootoday.com&utm_campaign=sootoday.com&utm_medium=referral,dziG1Ya5uIsJ,"M Hoffmann, H Kleine-Weber, N Krüger, M Müller… - BioRxiv, 2020 - biorxiv.org","… -nCoV-S uses the SARS-coronavirus receptor, ACE2, for entry … -nCoV and SARS-coronavirus infection, which might translate … novel 2019 coronavirus and the SARS-coronavirus share …",738,"https://scholar.google.com/scholar?cites=10068000955745843319&as_sdt=2005&sciodt=0,5&hl=en",10068000955745843319,8,"https://scholar.google.com/scholar?cluster=10068000955745843319&hl=en&as_sdt=0,5&as_ylo=2019",10068000955745843319,HTML,biorxiv.org,https://www.biorxiv.org/content/10.1101/2020.01.31.929042v1.full?utm_source=sootoday.com&utm_campaign=sootoday.com&utm_medium=referral
14,7,Pdf,"CT features of coronavirus disease 2019 (COVID-19) pneumonia in 62 patients in Wuhan, China",https://spbra.ru/img/up/images/Zhel/COVID/Articles/CT%20Features%20of%20Coronavirus%20Disease%202019%20(COVID-19)%20Pneumonia%20in%2062%20Patients%20in%20Wuhan%2C%20China.pdf,8rLrUvKSsNUJ,"S Zhou, Y Wang, T Zhu, L Xia - Ajr Am J Roentgenol, 2020 - spbra.ru","… Although SARS-CoV-2 is a member of the coronavirus family of viruses, it is … more distant from SARS coronavirus (SARS-CoV) and Middle East respiratory syndrome coronavirus, is …",677,"https://scholar.google.com/scholar?cites=15397968695450645234&as_sdt=2005&sciodt=0,5&hl=en",15397968695450645234,12,"https://scholar.google.com/scholar?cluster=15397968695450645234&hl=en&as_sdt=0,5&as_ylo=2019",15397968695450645234,PDF,spbra.ru,https://spbra.ru/img/up/images/Zhel/COVID/Articles/CT%20Features%20of%20Coronavirus%20Disease%202019%20(COVID-19)%20Pneumonia%20in%2062%20Patients%20in%20Wuhan%2C%20China.pdf
14,8,Html,The novel coronavirus: a bird's eye view,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7205509/,YJNwivv9V3MJ,"P Habibzadeh, EK Stoneman - The international journal of …, 2020 - ncbi.nlm.nih.gov","… A decade later, Middle East respiratory syndrome coronavirus (MERS-CoV), another pathogenic coronavirus with a clinical picture reminiscent of SARS, was isolated in patients …",359,"https://scholar.google.com/scholar?cites=8311390894136791904&as_sdt=2005&sciodt=0,5&hl=en",8311390894136791904,15,"https://scholar.google.com/scholar?cluster=8311390894136791904&hl=en&as_sdt=0,5&as_ylo=2019",8311390894136791904,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7205509/
14,9,Pdf,Is the coronavirus airborne? Experts can't agree,http://web.iitd.ac.in/~jay/dsl810/dsl810_spring2020/topics/minor_test_2/research_papers/air%20quality%20for%20covid-19/new%20papers/Is%20the%20coronavirus%20airborne_%20Experts%20can%E2%80%99t%20agree.pdf,JEkryKUgNjoJ,"D Lewis - Nature, 2020 - iitd.ac.in","When public health officials say there isn't sufficient evidence to say that SARS-CoV-2 is airborne, they specifically mean transported in virus-laden aerosols smaller than 5 micrometres …",259,"https://scholar.google.com/scholar?cites=4194575999342168356&as_sdt=2005&sciodt=0,5&hl=en",4194575999342168356,13,"https://scholar.google.com/scholar?cluster=4194575999342168356&hl=en&as_sdt=0,5&as_ylo=2019",4194575999342168356,PDF,iitd.ac.in,http://web.iitd.ac.in/~jay/dsl810/dsl810_spring2020/topics/minor_test_2/research_papers/air%20quality%20for%20covid-19/new%20papers/Is%20the%20coronavirus%20airborne_%20Experts%20can%E2%80%99t%20agree.pdf
14,10,Pdf,Effect of Coronavirus disease (COVID-19) to tourism industry,https://www.academia.edu/download/62985590/23IJAERS-0420201-Effectof20200417-86072-y6r8j9.pdf,PWlzaBVf7uEJ,"NA Bakar, S Rosbi - … Journal of Advanced Engineering Research and …, 2020 - academia.edu",The coronavirus disease 2019 (COVID-19) is a new pandemic that spreads primarily through contact with an infected person when they cough or sneeze. The outbreak of COVID-19 is …,266,"https://scholar.google.com/scholar?cites=16280054248542267709&as_sdt=2005&sciodt=0,5&hl=en",16280054248542267709,3,"https://scholar.google.com/scholar?cluster=16280054248542267709&hl=en&as_sdt=0,5&as_ylo=2019",16280054248542267709,PDF,academia.edu,https://www.academia.edu/download/62985590/23IJAERS-0420201-Effectof20200417-86072-y6r8j9.pdf
15,1,Html,Stress resilience during the coronavirus pandemic,https://www.sciencedirect.com/science/article/pii/S0924977X20301322,_aQEzuj1CW8J,"CH Vinkers, T van Amelsvoort, JI Bisson… - European …, 2020 - Elsevier","… novel coronavirus SARS-CoV-2, causing the coronavirus … resilience during the current coronavirus pandemic. Resilience is … on mental health during the coronavirus pandemic but also …",291,"https://scholar.google.com/scholar?cites=8001196593238025469&as_sdt=2005&sciodt=0,5&hl=en",8001196593238025469,21,"https://scholar.google.com/scholar?cluster=8001196593238025469&hl=en&as_sdt=0,5&as_ylo=2019",8001196593238025469,HTML,sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0924977X20301322
15,2,,"Pathophysiology, transmission, diagnosis, and treatment of coronavirus disease 2019 (COVID-19): a review",https://jamanetwork.com/journals/jama/article-abstract/2768391,bJawcMCTx84J,"WJ Wiersinga, A Rhodes, AC Cheng, SJ Peacock… - Jama, 2020 - jamanetwork.com","Importance The coronavirus disease 2019 (COVID-19) pandemic, due to the novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has caused a worldwide sudden …",3192,"https://scholar.google.com/scholar?cites=14900040346912200300&as_sdt=2005&sciodt=0,5&hl=en",14900040346912200300,51,"https://scholar.google.com/scholar?cluster=14900040346912200300&hl=en&as_sdt=0,5&as_ylo=2019",14900040346912200300,HTML,jamanetwork.com,https://jamanetwork.com/journals/jama/fullarticle/2768391
15,3,,Return of the Coronavirus: 2019-nCoV,https://www.mdpi.com/625288,jZOq98_anlYJ,"LE Gralinski, VD Menachery - Viruses, 2020 - mdpi.com","… , with technological advances and important lessons gained from previous outbreaks, perhaps the world is better equipped to deal with the most recent emergent group 2B coronavirus. …",1309,"https://scholar.google.com/scholar?cites=6241666720330322829&as_sdt=2005&sciodt=0,5&hl=en",6241666720330322829,49,"https://scholar.google.com/scholar?cluster=6241666720330322829&hl=en&as_sdt=0,5&as_ylo=2019",6241666720330322829,HTML,mdpi.com,https://www.mdpi.com/1999-4915/12/2/135/htm
15,4,Html,D-dimer is associated with severity of coronavirus disease 2019: a pooled analysis,https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0040-1709650,mO32-3fhhGoJ,"G Lippi, EJ Favaloro - Thrombosis and haemostasis, 2020 - thieme-connect.com","A new infective outbreak, sustained by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and defined coronavirus disease 2019 (COVID-19), is now spreading all around …",504,"https://scholar.google.com/scholar?cites=7675507570390789528&as_sdt=2005&sciodt=0,5&hl=en",7675507570390789528,9,"https://scholar.google.com/scholar?cluster=7675507570390789528&hl=en&as_sdt=0,5&as_ylo=2019",7675507570390789528,HTML,thieme-connect.com,https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0040-1709650
15,5,,Epidemiological characteristics of coronavirus disease 2019 (COVID-19) patients in IRAN: A single center study,https://www.sciencedirect.com/science/article/pii/S1386653220301207,VUOVTfiLz8AJ,"M Nikpouraghdam, AJ Farahani, GH Alishiri… - Journal of Clinical …, 2020 - Elsevier",Background An outbreak of COVID-19 in Iran has spread throughout the country. Identifying the epidemiological characteristics of this disease will help to make appropriate decisions …,358,"https://scholar.google.com/scholar?cites=13893477274031047509&as_sdt=2005&sciodt=0,5&hl=en",13893477274031047509,16,"https://scholar.google.com/scholar?cluster=13893477274031047509&hl=en&as_sdt=0,5&as_ylo=2019",13893477274031047509,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7172806/
